date,text,favorites,retweets
1992-11-15,row.. such a simple word,0,0
2000-03-22,Last class of fall semester hell yeahh,0,0
2009-03-13,Wishes it would get WARM,0,0
2009-06-02,"Download the new #trvsdjam mixtape ""Fix Your Face Vol. 2 - Coachella 09"" in exchange for one tweet! http://twitter.trvsdjam.com",0,0
2009-09-06,im a faggot,0,0
2010-09-01,#blackandyellow #blackandyellow #blackandyellow #blackandyellow,0,0
2010-09-16,I hate when people never answer texts but i do it everyday.,0,0
2010-09-23,oh nooo facebook is broke what do we do,0,0
2010-09-28,#dabears#dabears#dabears,0,0
2010-10-13,Pockets are so useful and neccessary,0,0
2010-10-13,I love a good song. Rare nowadays,0,0
2010-10-16,Love being the only guy in an all girl h+m,0,0
2010-10-20,Every single girl in the row in front of me is wearing a black northface.,0,0
2010-10-28,Just saw a guy wearing rainboots...,0,0
2010-11-15,Bitch why you sit right next to me,0,0
2010-11-19,She got a donkkk,0,0
2010-11-19,I hate witnessing couples fight.,0,0
2010-11-22,49,0,0
2010-11-25,Tweeting at thanksgiving table LOL,0,1
2010-11-25,Awesome ends with ME,0,0
2010-11-26,I think my grandma loves her cell phone more than me.,0,0
2010-11-28,Intexticated,0,0
2010-11-29,You know what? I gotta thank yeezy,0,0
2010-11-30,The kid who sits in front of me in this class always wears weird hats.,0,0
2010-12-02,#bignutbust,0,0
2010-12-02,apple and oj for breakfast..wish it was kush and oj LOL,0,0
2010-12-03,"""Today is one of has to be one of best friends of my life""",0,0
2010-12-06,so bored i might actually go to environmental today..,0,0
2010-12-06,"mm jacket smells like weed and cigarettes, awesome",0,0
2010-12-06,Whyy can I never sleep,0,0
2010-12-07,#nogenre  #nogenre  #nogenre  #nogenre,0,0
2010-12-08,Idc about anything this teacher is talking about #justsayin,0,0
2010-12-08,F you happy couple in front of me in this class. LOL,0,0
2010-12-10,"All black Lamborghini, smokin on the sticky 
Got a couple dollars, now this nigga think he ricky",0,0
2010-12-10,Longest bus ride of my lifeee,0,0
2010-12-11,#imstillhere,0,0
2010-12-11,"I have lost my grandpa and a very close friend to death,lost my best friend 3000 miles away,and lost my girlfriend of 2 years..all this year",0,0
2010-12-11,Don't look down.,0,0
2010-12-11,i miss better days.,0,0
2010-12-11,#ifsantawasblack provokes some racist shittt lol,0,0
2010-12-11,there is a certain mood where I appreciate and enjoy every song that comes on yet sometimes ill skip 75% of them,0,0
2010-12-12,grandma you always give the nicest bills how do you do it,0,0
2010-12-13,The coffee I just drank is not enough to keep me awake in this class,0,0
2010-12-13,"Coffee,cigarette, and a walk #simplethings",0,0
2010-12-13,"This beat deserves Hennessy, a bad bitch, AND a bag of weed, the Holy Trinity",0,0
2010-12-13,"30,000 feet up and you are NOT invited",0,0
2010-12-13,#inhighschool everything was so simple.,0,0
2010-12-13,Araab Muzik goin at kanye? #whoareyou,0,0
2010-12-13,"idk what kanye west is saying exactly in the last minutes of runaway, but i like it.",0,0
2010-12-13,I think I listen to Dark twisted fantasy every single day at least once,0,0
2010-12-13,If I have my feet up on the seat and its a relatively empty bus..why do you sit right where my feet are #rude,0,0
2010-12-13,"what you been praying for? What you been screaming bout?
ironic you been sleeping on the one that you been dreaming bout",0,0
2010-12-14,young tuna fish &lt;3,0,0
2010-12-14,Its entirely too cold,0,0
2010-12-14,I've checked facebook more times than I've wrote something down in this review lol,0,0
2010-12-14,Fuck studying for finals..I just want to smoke weed and listen to music #lazy,0,0
2010-12-14,So tell me why are we at war?,0,0
2010-12-14,"so please dont judge me, UH, for the following",0,0
2010-12-15,study calc? nah..i think ill nap,0,0
2010-12-15,what the #walewednesday trending?,0,0
2010-12-15,I don't want to do calc all I want to do is tweet,0,0
2010-12-15,#IWantADroid oh wait #ihaveadroid,0,0
2010-12-16,"This is the coolest lecture hall I've ever been in, too bad its about to rape my life with calculus.",0,0
2010-12-17,The guy behind me keeps touching my backpack,0,0
2010-12-18,Wanted to tweet 2 things before but I forgot what they are,0,0
2010-12-18,"i want to listen to a song but i cannot think of what song is the right song, ever happen to anyone? or is it just me",0,0
2010-12-18,..do I really care about what this bitch is saying? #somethingaintright,0,0
2010-12-18,This could be enough for EVERYONE!,0,0
2010-12-19,diet pepsi sucks,0,0
2010-12-19,"Sometimes I get in moods where I want to tweet alot, not todayyyy",0,0
2010-12-19,Like a blunt,0,0
2010-12-19,Tha bathroomm,0,0
2010-12-20,my last tweet was my 200th tweet ever! and it was UNHH,0,0
2010-12-20,UNH,0,0
2010-12-20,'Whattup willl' wiz khalifa voice,0,0
2010-12-20,"You know what yo, you a bitchhh, you should have a travel agentt cause you a tripp",0,0
2010-12-20,I was told not to be late to this meeting and then they make me wait .. #hypocrites,0,0
2010-12-20,Why you wearin shorts outside right now..smh,0,0
2010-12-20,"I love when people blatantly check out my shoes, even guys #nohomo",0,0
2010-12-20,But you found it mothafuckaa,0,0
2010-12-20,Now there are 3,0,0
2010-12-20,"Im in a small room with 4 people I don't know, its completely silent and awkward..why do I get places early/ontime",0,0
2010-12-20,ill just keep tweeting about it,0,0
2010-12-20,kind of looks wierd,0,0
2010-12-20,statuses,0,0
2010-12-20,when im bored i make too many facebook statuses,0,0
2010-12-21,diet pepsi sucks but damn it stays fresh for a long time lol,0,0
2010-12-24,"Alright enough of this, #wherethebluntsat",0,0
2010-12-24,The lingo girl is hot,0,0
2010-12-24,why do i keep smelling dutch,0,0
2010-12-24,#ashestoashes,0,0
2010-12-28,Your key planet Venus' presence in your 7th House of Others ov... More for Taurus http://twittascope.com/?sign=2,0,0
2010-12-28,Real good football game,0,0
2010-12-29,"You have work to do that may not be much fun today, especially... More for Taurus http://twittascope.com/?sign=2",0,0
2010-12-29,"damn syllables is fuckin sick, tellin it like it is em",0,0
2010-12-29,How's the new eminem song??,0,0
2010-12-30,"Trickster Mercury is turning around today, making this a time ... More for Taurus http://twittascope.com/?sign=2",0,0
2010-12-31,i tweet a lot less when im not at school,0,0
2010-12-31,"Your plans seem to be in line with your goals today, making it... More for Taurus http://twittascope.com/?sign=2",0,0
2011-01-01,Lil waynes watch is fuckin poppinnn,0,0
2011-01-02,I fckin love wine,0,0
2011-01-03,Eric Williams must be a cool guyy :),0,0
2011-01-03,very weird to see that,0,0
2011-01-03,my name is trending right now huh?,0,0
2011-01-03,i miss mah ninjas @realjondauch and @fizzingwhizbeez,0,0
2011-01-04,The first mentally challenged rapper: Gucci Mane LOL,0,0
2011-01-04,"""one of my baddest women ever, I call her Rihanna,
but thats cause her name is Rihanna!"" lol @drakkardnoir",0,0
2011-01-04,never been a virgin cause I was always fucking dope,0,0
2011-01-06,A highschool thing to do,0,0
2011-01-09,"Vision gettin clearer yea she open, but her eyes low, never under the clouds baby we floatin",0,0
2011-01-09,Snowww go away now thanksss,0,0
2011-01-11,QUACK QUACK QUACK lol,0,0
2011-01-16,#happybirthdayaaliyah,0,0
2011-01-17,Bus without headphones,0,0
2011-01-18,Worst day everrr,0,0
2011-01-18,I don't understand what takes this long to come down from a dorm,0,0
2011-01-20,why does drake keep saying cole world?,0,0
2011-01-20,"They want that Carter 4, bitch it’s coming soonnn",0,0
2011-01-21,This girl is fuggin annoyingg,0,0
2011-01-25,"when you’re this hot, everybody’s a critic
but when you’re this high everybody’s a midget",0,0
2011-01-25,Whispering in a lecture hall? Smh,0,0
2011-01-26,Damnn march is gonna be a sick month for music,0,0
2011-01-26,Nothin like a nice crew neckkk,0,0
2011-01-27,I'm definetly one of the only people taking a bus rigt now lol,0,0
2011-01-28,"Wow, roll up isn't about weed but its dope as hell, rollingpapers is gonna be hugeee",0,0
2011-01-31,UGGly,0,0
2011-01-31,Certain uggs are so uglyyy,0,0
2011-01-31,#onmylevel,0,0
2011-02-01,This tweet spree has been brought to you by..crowded F bus and no headphones,0,0
2011-02-01,"I like twittter cause its about thoughts, not like facebook which is just an extension of who people think you are#randomthought",0,0
2011-02-01,Takin up 2 bus seats and shitt,0,0
2011-02-01,She's a gianttt,0,0
2011-02-01,"As I drown in my regrets
I can’t take back the words I never said",0,0
2011-02-01,#wordsineversaid fuckin sickkkk,0,0
2011-02-01,where is #wordsineversaid?,0,0
2011-02-01,#wordsineversaid#wordsineversaid#wordsineversaid,0,0
2011-02-02,Just smokin weed in a bathroom,0,0
2011-02-05,"""its just material things, we got our health and each other"" wiz khalifa is realll",0,0
2011-02-06,"i SAID, dont talk shit till you do your homework @RealWizKhalifa",0,0
2011-02-06,be yourself #swag,0,0
2011-02-08,Ya dumb bitchhh,0,0
2011-02-08,a fuckin roach?,0,0
2011-02-08,"They done stole your dreams, you dunno who did it",0,0
2011-02-09,A cannot stand fakeness.,0,0
2011-02-10,The entire thing,0,0
2011-02-10,Fuck you im eating this whole apple,0,0
2011-02-10,love?,0,0
2011-02-10,and im so damn goooodd,0,0
2011-02-10,flight schooooooollll,0,0
2011-02-10,we doin a hunnid over here,0,0
2011-02-11,I'm finna fuckin fly outt,0,0
2011-02-11,The tissues in this doctors office are worse than the paper towels I've been using...,0,0
2011-02-11,"If I can hear your music on the bus its too loud..but if its good music its aight, linkin park however...",0,0
2011-02-11,i dont give a motherfuckk,0,0
2011-02-11,freezing on this bus,0,0
2011-02-12,can i drive yo daddys lambo?,0,0
2011-02-13,Feelin this new twitter appp,0,0
2011-02-14,You are not your fuckinn khakis,0,0
2011-02-14,#highlaugh,0,0
2011-02-14,Turn up tha lights in here babyyyy,0,0
2011-02-15,Looking at snooki look alike,0,0
2011-02-15,"God Bless the child that can hold his own
God Bless the woman that can hold patron
God Bless the homegirl that drove us home",0,0
2011-02-15,its a j cole kinda dayy,0,0
2011-02-17,Is it bad that I see asians moving down at the busstop and know its a busch bus before even looking,0,0
2011-02-18,Not that I haven't been getting high during those 3 days but I mean reallll high,0,0
2011-02-18,"3 exams in 3 days done, time to fuckin get highhhh",0,0
2011-02-21,and im STILL here for yall right now,0,0
2011-02-22,"Its not that I'm lazy actually, just I don't wanna put on pants..too damn cold outside",0,0
2011-02-22,So LAZY,0,0
2011-02-22,"I aint gon deny it, I be on some fly shit",0,0
2011-02-22,Just a few things I see with my eyes closed,0,0
2011-02-22,Props to the guy in this class reading the paper chillin next to me lol,0,0
2011-02-23,Ooo this marijuana is so potenttt,0,0
2011-02-23,"Get away from me misery, get away from me lonliness get away from me fake bitches I can't take the phoniness",0,0
2011-02-23,"This game you can never win, cause they love you then they hate you then they love you again",0,0
2011-02-24,I believe in make believe,0,0
2011-02-24,The song wants to be playedd,0,0
2011-02-24,rob &lt;3,0,0
2011-02-26,its so cold here i miss new brunswick :(,0,0
2011-02-26,I'm really starting to dislike kid cudi...,0,0
2011-02-26,this beat goes perfect with my belt.,0,0
2011-03-01,Paranormal Blacktivity LOL,0,0
2011-03-01,"Beautiful day out,enjoying it and this #kanyemood",0,0
2011-03-02,Listening to looking for trouble before class? Yeahhh,0,0
2011-03-03,Bad breath is one of the biggest turn offs,0,0
2011-03-04,Kids can't even do simple algebra in my micro analysis class...how did you even pass calc? Smh,0,0
2011-03-08,"I ask why sometimes, like a fucking vowel
Been hitting trees everyday like a fucking owl",0,0
2011-03-09,with the best girlfriend ever @MERcrazy ... pooping,0,0
2011-03-09,Is it bad I'm over this exam before I'm even close to taking it today..,0,0
2011-03-09,you chase me ill chase this cheeseee,0,0
2011-03-09,#RIPBiggie,0,0
2011-03-09,2 moreee examsss,0,0
2011-03-09,#bestdayever,0,0
2011-03-11,This bitch is way too happy to be in class this early,0,0
2011-03-11,And that's 2 goin at once ;),0,0
2011-03-11,I like my girls like I like my blunts!,0,0
2011-03-11,about to be ;) RT @RealWizKhalifa: u high bitch?,0,0
2011-03-12,keep floatin’,0,0
2011-03-14,thats why they fuck with me instEAD OF THESE NIGGAS YEAH,0,0
2011-03-18,who the f is Rebecca Black?,0,0
2011-03-18,hungry as fuckkk -_-,0,0
2011-03-19,Worst headache EVER,0,0
2011-03-19,"This game you could never win, cause they love you, then they hate you, then they love you again.",0,0
2011-03-20,"Dawhh RT @RealWizKhalifa: waken...baken...after spendin tha week in texas, iss safe to say im toast.... :-)",0,0
2011-03-21,Damn..poor girl spilt coffee all over herself,0,0
2011-03-22,Was just gonna tweet that I wish there was a firedrill to get me out of this class like in highschool and then there was one! #winning,0,0
2011-03-22,Same fuckin girl ..way too happy to be at class,0,0
2011-03-22,Forgot headphones....the day after rolling papers leaks..I would,0,0
2011-03-22,#icantdateagirl who doesnt like @RealWizKhalifa  :),0,0
2011-03-22,yeah i said it mothafuckin MILLIONS,0,0
2011-03-23,2 days in a row without headphoness #fail,0,0
2011-03-24,"if i die today, remember me like john lennon",0,0
2011-03-25,"RT I hate girls who say ""I hate girls"". That's like me saying I hate white people... Oh yeah. I forgot. I do.",0,0
2011-03-26,In the bathroom againn !,0,0
2011-03-26,Drunk people are annoyinggggg,0,0
2011-03-28,Bright purple hair matching brigt purple leggings #winning?,0,0
2011-03-28,Maybe the excess amount of buns are from the lack of water on cook? Hmmm,0,0
2011-03-28,Every girl in the row in front of me haas their hair in a messy bun..A+ for effort,0,0
2011-03-28,Shittt do SUMTHIN,0,0
2011-03-29,Word to whoever wrotee fuck bitches get money on this desk,0,0
2011-03-29,This kids passed out..I'm jealous,0,0
2011-03-29,"Looking at the clock before the class even starts..gonna be a longgg hour and 20 minutes, help me twitter!",0,0
2011-03-29,"2 words..taylor gang, get it wizzzz #rollingpapers",0,0
2011-03-30,600th tweet #yes,0,0
2011-03-30,"This one look like that one, that one match this one....fuck it hahah",0,0
2011-03-30,Props to the guy who just hit a home run in the intramural baseball game I'm walking past lol,0,0
2011-04-01,Nottt feelin this class right now,0,0
2011-04-03,Bitches like tha weeddd lol,0,0
2011-04-04,I hate when I have my feet up on a bus and someone chooses that exact seat to sit in when there are other seats..#rude,0,0
2011-04-04,"pretty green buddd all in my blooddd, ohhhh knowyouwannaaa",0,0
2011-04-05,its amazing how i get so high and stay so down to EARTH,0,0
2011-04-05,I was paying attention in this class for 4 minutes and wrote one thing down..new recorddd,0,0
2011-04-05,So wet right now #noumbrella,0,0
2011-04-05,i dont do drugs just weeeed,0,0
2011-04-06,Ready to fuck shit up at rowan this weekendd @idkwhatjaredstwitternameistoday,0,0
2011-04-06,Cabin fever mixtape &gt; rolling papers,0,0
2011-04-06,Barely know who made this shittt,0,0
2011-04-06,"Its like that itch you can't scratch, its like a bitch you can't shake, I still want it...",0,0
2011-04-08,Holy shittt this class needs to end,0,0
2011-04-09,Disorderly conduct by saying 'fuck' in a public area lmao,0,0
2011-04-11,Lol RT @realjondauch @MERcrazy ight paris,0,0
2011-04-11,Drivin through my town like I don't know the SPEED,0,0
2011-04-11,Its not a day to be wearin uggs#sorry,0,0
2011-04-11,Royce goes innn on that writers block song damn,0,0
2011-04-11,Its hot as fuckkkkkkk,0,0
2011-04-11,Twitter is a good place for inside jokes,0,0
2011-04-11,Lmao RT @realjondauch @boss_redsoxx lol behind a bush?,0,0
2011-04-11,Clear the runway babbayyy,0,0
2011-04-11,Wish I had a newspaper right now #eatingalone,0,0
2011-04-11,Yeah I'm one of those people wearing a sweatshirt today awesome,0,0
2011-04-11,Mann sleepin on couches and floors all weekend makes you appreciate bed,0,0
2011-04-12,Bunch of dog faced bitchesss,0,0
2011-04-12,"Guys next to me after this girl leaves: 'what a whore, lets get her fucked up and double team her LOL'",0,0
2011-04-12,I'm gonna sleep for 17 hours after these exams are done,0,0
2011-04-12,Rise and grindddd,0,0
2011-04-12,"bitches on my dick, but y'all already said that",0,0
2011-04-12,i paid for them titties get your ownnn,0,0
2011-04-12,Agree RT @rob_zin @rayychullyn too hot. cant text.,0,0
2011-04-13,#youlookedgooduntil you said you dont smoke WEED,0,0
2011-04-13,"Lmao RT @ConanOBrien Great, Applebee’s starts serving toddlers alcohol and my kids gave up booze for Lent.",0,0
2011-04-14,#Rutgersfest,0,0
2011-04-14,If you get in trouble that just mean you FUCKIN UP,0,0
2011-04-22,tweet,0,0
2011-04-23,#iamsotiredof bitchesss,0,0
2011-04-25,Bout to fuck this exam UP,0,0
2011-04-25,furiously dangerous,0,0
2011-04-26,ITS SO NICE OUT,0,0
2011-04-26,Was just so intimidated by a girl twice my size...,0,0
2011-04-26,"girl: lets go to happy hour!
guys on the roof: we already started up here, its... happy roof hour!
#jealous",0,0
2011-04-26,Biddies EVERYWHERE @realjondauch,0,0
2011-04-26,"Lies always change, the truth stay the sameee",0,0
2011-04-26,Its entirely too early to be this hot,0,0
2011-04-27,Can't trust noone nowadaysss,0,0
2011-04-27,Buncha dog faces up in hereee,0,0
2011-04-27,Fuck tha haters,0,0
2011-04-27,Air conditioning on a bus??,0,0
2011-04-29,Pretty sure the majority of people in this class know more about economics than this teacher,0,0
2011-04-30,but not really,0,0
2011-04-30,up gettin high!,0,0
2011-05-02,man i was drunk last night,0,0
2011-05-04,hiigh ssleeping=high dreamss? Hope soo,0,0
2011-05-05,#headache,0,0
2011-05-10,wake up drunk go to sleep fucked uppp,0,0
2011-05-10,I hate waking up to no texts,0,0
2011-05-13,Getting paid to tweet! I love NOT working at a slave job #fucklomb,0,0
2011-05-14,got an A on the final where 2 birthday blunts were my studying winninggg?,0,0
2011-05-16,Getting paid to sit in the wilderness and play angry birds #winning,0,0
2011-05-16,"""I haven't drove sober in weeks, its ok though cause the suns been up""",0,0
2011-05-17,where tha fuck did my brownie go..oh yeah i ate it,0,0
2011-05-17,Can't resist chinese food everrr,0,0
2011-05-17,Yay for fake weed!,0,0
2011-05-17,12 hour work day &lt;3,0,0
2011-05-18,Up gettin high LOL,0,0
2011-05-18,i just wanna sleeeeeep,0,0
2011-05-18,I'm sick as Tyson in the ring at the Colosseum with gonorrhea,0,0
2011-05-19,its time for some change like obama in a laundromat,0,0
2011-05-19,@Boss_redsoxx haha yeah I miss being able to go on adventures,0,0
2011-05-19,Damn it feels good to be a gangsterrr,0,0
2011-05-20,Oh how I love cleaning chairss,0,0
2011-05-21,Fuckaloo,0,0
2011-05-22,so fuck whoever hatin on a nigga,0,0
2011-05-22,wiz goes hard as fuck on this new song,0,0
2011-05-23,God weed makes everything better,0,0
2011-05-24,4 years ago I hated the guy sitting next to me who I am now good friends with..man what time can do.,0,0
2011-05-25,"Hahaha ""I voted 3 times for american idol last night"" ""dude you seriously do that?"" ""No the girl was just really hot"" lmao",0,0
2011-05-26,55 hours of work this week SO FAR whattt,0,0
2011-05-26,Ha ha ha we love these hoes,0,0
2011-05-30,its ridiculous how some people will drive to different parts of the state to see someone but not drive across town for me#somethingsnotright,0,0
2011-05-30,i bet it sucks to be youuuuyouuyouu,0,0
2011-05-31,So hard not to fall asleeep,0,0
2011-06-03,"""At night I rape and pillage so..you know, I never get any sleep"" lmao",0,0
2011-06-06,"This girl is like ""there is dancing and stuff at college parties??"" Smh highschool girls lol",0,0
2011-06-06,Why dont y'all just fffffade away,0,0
2011-06-06,Totally feelin thhe heavyness behind the eyes today from thhe blunt we just smoked #mondays,0,0
2011-06-06,"This guy I'm working with is a reall dude, rare to find reallness nowadayss",0,0
2011-06-06,Paint it blackkk,0,0
2011-06-06,A rebel without a clue,0,0
2011-06-08,I agree Outkast we really love these hoes ha ha ha,0,0
2011-06-09,Its ok we have tupac,0,0
2011-06-10,"3 white guys, a jrzgirl sticker, and tupac",0,0
2011-06-13,wow a trend about ME?? #smallbutpowerful,0,0
2011-06-14,Stupiiiiddd high right now,0,0
2011-06-15,This seat however..not making my day,0,0
2011-06-15,Lmao just honked for a bunch of little kids in our big truck and it totally made their day,0,0
2011-06-15,Drinkin hennessyy runnin from my enemiesss,0,0
2011-06-16,im sleepin on curren$y and i dont give a fuckkk,0,0
2011-06-16,"I ain't got time for bitches, gotta keep my mind on my mothafucken riches",0,0
2011-06-16,"You wanna censor somethin, motherfucker censor this!",0,0
2011-06-16,"And if you don't like this rhyme then bring your big bad ass to California, cause we ain't hard to find",0,0
2011-06-16,bumpin pac allll day,0,0
2011-06-16,"Id rather be ya N-I-G-G-A, so we can get drunk and smoke weed all day, It don't matter if you lonely baby, you need a Thug in your life",0,0
2011-06-16,"""This girl is a freak, she looks like the little mermaid...called her ariel last night-she loved it"" hahaha",0,0
2011-06-16,your girl is eassssyyyy easy like a sunday morning,0,0
2011-06-17,Hahahah RT @TeriJenner @TSNBobMcKenzie #crazyhockeydad - has taught our 2 year old daughter to chant Go Leaf… (cont) http://deck.ly/~g7KcG,0,0
2011-06-17,Its amazing how anytime an even remotely good looking girl is around every guys head turns haha,0,0
2011-06-19,"Mom ima be honest with you, I'm tired and all I want to do is smoke weed",0,0
2011-06-19,Gonna be amazinggg RT @Kendrick_Lamar #Section80 // July 2nd,0,0
2011-06-20,Happy Monday! Haha,0,0
2011-06-20,Lalala long ride in the bitch seat,0,0
2011-06-20,blahhh monday,0,0
2011-06-20,"Hahah ""I'm high as fuck but I love america!""",0,0
2011-06-20,"iiiiii have become, comfortably numb",0,0
2011-06-22,Oh so boreddd long ride home in the bitch seattt,0,0
2011-06-22,Went into work today with the assumption the new guy would be an asshole but he is actually the man,0,0
2011-06-22,You really never know when it comes to people,0,0
2011-06-23,Eating so much chinese food right now,0,0
2011-06-23,At least when I come back to my phone and there's no texts I always have twitter &lt;3,0,0
2011-06-23,Miss having a female in my life. Oh wellll whattup bros,0,0
2011-06-23,Getting shitted on by rain bbl!,0,0
2011-06-24,"40 hours and a corona, good end of a week let's goo",0,0
2011-06-24,You want a problem? Start it uppp,0,0
2011-06-24,"""Is it sacrilegious to smoke weed?"" ""Idk but I had sex in a church parking lot on easter and I'm prettty sure THAT is"" hahah",0,0
2011-06-24,Oh its tent time,0,0
2011-06-24,This girl just told me she knows about my life through talking to my mom because she doesn't ever talk to me..awesome lol,0,0
2011-06-24,"they shoulda shot me when i was born, now im trapped in the mothafuckin storm",0,0
2011-06-27,"when you're up, it's never as good as it seems, and when you're down, you never think you'll be up again, but life goes on",0,0
2011-06-27,Don't know why I typed already#mondays#halfasleep 8 more hours of work!,0,0
2011-06-27,Yesss twitter on my shitty blackberry already rip droid :(,0,0
2011-06-28,High with someone over 30? Checkk,0,0
2011-06-28,smh big sean..if anything drake allegedly taking your flow made him worse cause he hasnt been the same after forever,0,0
2011-06-29,Up getting highh,0,0
2011-06-30,wow 1000th tweet hollaaa,0,0
2011-06-30,Just let me muthafucking love you,0,0
2011-07-01,"so read my book with a boring ending, a short story of a lonely guy",0,0
2011-07-02,"Likin these dom kennedy,lilb, kendrick lamar albums, all killin itt, not currensy though he still is sub par",0,0
2011-07-02,"Yall be in the club, with all them nerds, I be at the house wit a girl on reservee",0,0
2011-07-04,The bugs aren't bothering us anymore cause they are high with us haaaaa,0,0
2011-07-05,So tired I'm gonna die,0,0
2011-07-06,Just in case anyone was wondering,0,0
2011-07-06,I'm so rediculousluy sweating right now holy shit,0,0
2011-07-06,but i do love sleep.,0,0
2011-07-06,think i need to just stop sleeping or something,0,0
2011-07-06,why cant there be at least 30 hours in a day,0,0
2011-07-07,the great depression,0,0
2011-07-07,#whocaresaboutspellingreally,0,0
2011-07-07,This van is a sauna rigt now,0,0
2011-07-07,Niggas actin like hoooooeessss,0,0
2011-07-09,as of right now tonight could turn out to be legend...wait for it...DARY,0,0
2011-07-11,I swear I drive better after a couple beers,0,0
2011-07-11,"""Eric we're done baby"" hahah love my boss",0,0
2011-07-11,Waddddup NB,0,0
2011-07-11,what good is bein the one when you the only one who knows it,0,0
2011-07-12,dream killa killa,0,0
2011-07-12,"Let's get down to business, I don't have no time to play around what is this",0,0
2011-07-12,"Time keeps on slippin slippinnn, into the futureee",0,0
2011-07-12,"#improvefilmtitlesbyaddinginmypants ""the longest yard in my pants"" hahahaha",0,0
2011-07-12,come with meee run quick seee,0,0
2011-07-13,And on the 9th island,0,0
2011-07-14,"Real nigga since day one, cause I aint promised day two",0,0
2011-07-14,im done...very done,0,0
2011-07-14,hahaaaaaaa...,0,0
2011-07-15,back to the topic,0,0
2011-07-15,"dear currensy, releasing an album every week still doesnt make your music good haha",0,0
2011-07-16,People go crazy over rings,0,0
2011-07-16,8 doobies to the face.fuck dattt,0,0
2011-07-16,Yup can't feel right side of my mouth #woo,0,0
2011-07-16,About to lose feeling in my mouth hahah,0,0
2011-07-16,"I got mo class than most of em, ran wit the best of em, forgave the less of em, and blazed at the rest of em",0,0
2011-07-17,USWNT all go so hard,0,0
2011-07-17,"They like ""Oh God, why he go so hard, look what he's been through, he deserves an applause""",0,0
2011-07-17,"And no matter what, you'll never take that from me",0,0
2011-07-17,"I decided we weren't gonna speak so, why we up 3 A.M. on the phone?",0,0
2011-07-17,"And my head keeps spinning, can't stop having these visions, I gotta get with it",0,0
2011-07-17,"""You better finish this beer so you can walk straight"" lmao",0,0
2011-07-17,"And if I have to hear ""where's your girlfriend"" one more time I'm gonna flip out",0,0
2011-07-17,My uncle is so drunk hahahah,0,0
2011-07-18,"You don't know how it feelsssss, to be meeee",0,0
2011-07-18,bad bitches get lowww,0,0
2011-07-18,Am I in drive? Lmao,0,0
2011-07-19,hahah wow drake and kreayshawn hittin it off,0,0
2011-07-19,rather beee with youuuuuu,0,0
2011-07-20,doing ANYTHING #its2hot4that,0,0
2011-07-20,"Cause I gave up smokin, women and drinkin last night, it was the worst, 15 minutes of my liffffe",0,0
2011-07-20,"iiiiiiii have become , comfortably numb",0,0
2011-07-21,"say it aint so, i will not go, turn the lights off, carry me home",0,0
2011-07-21,Couldn't be less excited for any of these RT @DeeJayiLLWiLL New #YMCMB tapes on the way from @ImGuddaGudda @Th… (cont) http://deck.ly/~TyyCJ,0,0
2011-07-21,They say Im crazy but Im bout to go dumb again,0,0
2011-07-22,"and Goblin, you get no props on it, it sucked so much i get blow jobs from ittt",0,0
2011-07-22,wow game dissin everybody hotter than him now #smartbusinesstactics?,0,0
2011-07-22,what you been prayin for? What you been screamin bout? ironic you been sleepin on the one that you been dreamin bout,0,0
2011-07-22,I thought that real shit is what you been fiendin bout?,0,0
2011-07-25,Comfortable silence,0,0
2011-07-25,i retweet brotips wayy too much gotta stop that,0,0
2011-07-26,And won't move out of our way,0,0
2011-07-26,"Literally just walked underneath the tent we are about to take down , looked at us, and shit.",0,0
2011-07-26,This dog is such an asshole,0,0
2011-07-26,Gimme some more,0,0
2011-07-26,Let it burnnnn,0,0
2011-07-26,"Feel like I'm going to the beach, nottt I'm working",0,0
2011-07-26,Also upgettin high + drunk #atwork,0,0
2011-07-26,No sucka shit*,0,0
2011-07-26,Just gotta fuckin live mannn,0,0
2011-07-27,Worse than the place with the asshole dog,0,0
2011-07-27,Tentin in the hood pt 2,0,0
2011-07-27,Jersey city what's gooodd,0,0
2011-07-27,I just don't give a fuuuuuuckkk (eminem voice),0,0
2011-07-28,bad bitches get looooowwwww,0,0
2011-07-28,straight through this bitch,0,0
2011-07-28,"Oh its been 7 minutes, maybe there's two more tweets!? That's the kind of bored I am right now in this truckk",0,0
2011-07-29,#compromise,0,0
2011-07-29,"Before we walk we must crawl, Even when temptation calls",0,0
2011-07-29,dead fuckin presidents to represent me,0,0
2011-07-29,oh yellow svedka,0,0
2011-07-30,Long island chicks are the shittt,0,0
2011-07-30,Hot enough to melt the ice cream that's on gucci's face,0,0
2011-07-30,"Shoutout to that girl that had papers on her last night, good looks, that's a quality girl there",0,0
2011-07-30,Who dat who dat,0,0
2011-07-30,we at the top where we belong,0,0
2011-07-31,"You know the cliche ""lifes a bitch"" well Im gon marry that ass, and sign a pre-nup",0,0
2011-07-31,"girl, stop talkin that shit go suck a niggas dick fo a new outfit",0,0
2011-07-31,"The thingsss that Ive seen, The dreamsss that I dream, The rainnn in my sky,The painnn in my eyes, But know that it gets better baby",0,0
2011-08-01,#arentyoutiredof people hatin on lil wayne,0,0
2011-08-01,"""i was gonna post it on your wall, but then i was like will is the man and probably listened to this shit already lol"" &lt;--yeah thats right",0,0
